ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
ADH1A,ILMN_1764309,"Homo sapiens alcohol dehydrogenase 1A (class I), alpha polypeptide (ADH1A), mRNA.",cytoplasm [goid 5737] [evidence NAS],alcohol metabolism [goid 6066] [pmid 2347582] [evidence NAS],"zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; oxidoreductase activity [goid 16491] [evidence IEA]; alcohol dehydrogenase activity, zinc-dependent [goid 4024] [pmid 2935875] [evidence NAS]",4,100416746-100416795,4q23b,-,NM_000667.2,124,ADH1A,-4.5387283072606746,10.1786504621779,-27.150222632969456,1.7804994992723462e-63,7.744398691617631e-61,134.23163953615528
PYCR1,ILMN_1715178,"Homo sapiens pyrroline-5-carboxylate reductase 1 (PYCR1), transcript variant 1, mRNA.",,proline biosynthesis [goid 6561] [pmid 1730675] [evidence TAS]; amino acid biosynthesis [goid 8652] [evidence IEA]; electron transport [goid 6118] [evidence IEA],oxidoreductase activity [goid 16491] [evidence IEA]; pyrroline-5-carboxylate reductase activity [goid 4735] [pmid 1730675] [evidence TAS],17,77484213-77484262,17q25.3g,-,NM_006907.2,5831,PYCR1,1.3576670715959516,6.1982973174697085,27.064050855408656,2.755937609944647e-63,1.1732085042504786e-60,133.7964942587706
ADAMTS8,ILMN_1672403,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 8 (ADAMTS8), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA]; extracellular matrix [goid 31012] [evidence IEA],negative regulation of cell proliferation [goid 8285] [pmid 10438512] [evidence TAS],metal ion binding [goid 46872] [evidence IEA]; low affinity phosphate transporter activity [goid 9673] [pmid 10610729] [evidence TAS]; heparin binding [goid 8201] [evidence IEA]; metalloendopeptidase activity [goid 4222] [evidence IEA]; integrin binding [goid 5178] [pmid 10438512] [evidence TAS]; zinc ion binding [goid 8270] [evidence IEA],11,129780216-129780265,11q24.3c,-,NM_007037.3,11095,ADAMTS8,-2.9544007641890557,7.145733431495395,-26.85994731165385,7.783382233233241e-63,3.244373160886056e-60,132.76228392994423
LTC4S,ILMN_1668247,"Homo sapiens leukotriene C4 synthase (LTC4S), mRNA.",integral to membrane [goid 16021] [pmid 8052639] [evidence TAS]; membrane fraction [goid 5624] [pmid 8052639] [evidence TAS]; membrane [goid 16020] [evidence IEA]; microsome [goid 5792] [pmid 1454853] [evidence TAS],leukotriene biosynthesis [goid 19370] [evidence IEA],enzyme activator activity [goid 8047] [evidence IEA]; lyase activity [goid 16829] [evidence IEA]; leukotriene-C4 synthase activity [goid 4464] [pmid 8052639] [evidence TAS]; glutathione transferase activity [goid 4364] [pmid 8052639] [evidence TAS],5,179153688-179153737,5q35.3e,+,NM_145867.1,4056,LTC4S,-1.7037701372578793,6.285379979234568,-26.788106161346875,1.1230175538484008e-62,4.585578615795674e-60,132.39707072161275
GHR,ILMN_1775814,"Homo sapiens growth hormone receptor (GHR), mRNA.",integral to plasma membrane [goid 5887] [pmid 2825030] [evidence TAS]; membrane [goid 16020] [evidence IEA],skeletal development [goid 1501] [pmid 9140387] [evidence TAS]; endocytosis [goid 6897] [evidence IEA]; growth [goid 40007] [pmid 9140387] [evidence TAS],receptor activity [goid 4872] [evidence IEA]; growth hormone receptor activity [goid 4903] [pmid 9140387] [evidence TAS]; protein binding [goid 5515] [pmid 10866662] [evidence IPI],5,42757566-42757615,5p12c,+,NM_000163.2,2690,GHR,-2.5520276419310957,6.9725547759065085,-26.71254816327972,1.6524525064242047e-62,6.544461263645398e-60,132.01229330296198
MFNG,ILMN_1764577,"Homo sapiens MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase (MFNG), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; extracellular space [goid 5615] [pmid 9187150] [evidence TAS],pattern specification [goid 7389] [pmid 9207795] [evidence TAS],"transferase activity, transferring glycosyl groups [goid 16757] [evidence IEA]",22,36195146-36195195,22q13.1a,-,NM_002405.2,4242,MFNG,-1.9314687666225883,9.586437498040826,-26.710697879493054,1.6681703540879413e-62,6.544461263645398e-60,132.002862158629
CDH5,ILMN_1719236,"Homo sapiens cadherin 5, type 2, VE-cadherin (vascular epithelium) (CDH5), mRNA.",membrane fraction [goid 5624] [pmid 9219219] [evidence TAS]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; plasma membrane [goid 5886] [pmid 9219219] [evidence TAS],homophilic cell adhesion [goid 7156] [pmid 9219219] [evidence TAS]; cell adhesion [goid 7155] [evidence IEA],calcium ion binding [goid 5509] [evidence IEA]; protein binding [goid 5515] [evidence IEA],16,64995823-64995872,16q21e,+,NM_001795.2,1003,CDH5,-2.850928164218116,9.8221484435687465,-26.694557470120486,1.811809766339756e-62,6.971286500947277e-60,131.92057485054437
JARID1B,ILMN_1755727,"Homo sapiens jumonji, AT rich interactive domain 1B (JARID1B), mRNA.",nucleus [goid 5634] [pmid 12657635] [evidence TAS]; intracellular [goid 5622] [evidence IEA],"negative regulation of transcription, DNA-dependent [goid 45892] [pmid 12657635] [evidence IDA]; regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; protein amino acid phosphorylation [goid 6468] [evidence IEA]",transcriptional repressor activity [goid 16564] [pmid 12657635] [evidence IDA]; DNA binding [goid 3677] [pmid 15640446] [evidence IDA]; zinc ion binding [goid 8270] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; protein binding [goid 5515] [pmid 12657635] [evidence IPI]; protein kinase activity [goid 4672] [evidence IEA],1,200963341-200963390,1q32.1d,-,NM_006618.3,10765,JARID1B,1.3661885120093107,10.37847683505425,26.657579237807727,2.1895140212632645e-62,8.265621988195357e-60,131.73193351471963
SH3GL3,ILMN_1760990,"Homo sapiens SH3-domain GRB2-like 3 (SH3GL3), mRNA.",cytoplasm [goid 5737] [evidence IEA],signal transduction [goid 7165] [pmid 9169142] [evidence TAS]; central nervous system development [goid 7417] [pmid 9169142] [evidence TAS],,15,82078094-82078143,15q25.2b,+,NM_003027.2,6457,SH3GL3,-2.7095018467488723,6.24058756390693,-26.645812450309062,2.325575590301029e-62,8.533885955218396e-60,131.67187168242845
GRK5,ILMN_1728830,"Homo sapiens G protein-coupled receptor kinase 5 (GRK5), mRNA.",soluble fraction [goid 5625] [pmid 7685906] [evidence TAS]; cytoplasm [goid 5737] [pmid 7685906] [evidence TAS],"signal transduction [goid 7165] [evidence IEA]; G-protein signaling, coupled to cAMP nucleotide second messenger [goid 7188] [pmid 8626574] [evidence TAS]; protein amino acid phosphorylation [goid 6468] [evidence IEA]; regulation of G-protein coupled receptor protein signaling pathway [goid 8277] [pmid 8288567] [evidence TAS]",nucleotide binding [goid 166] [evidence IEA]; signal transducer activity [goid 4871] [evidence IEA]; phospholipid binding [goid 5543] [pmid 9813065] [evidence TAS]; G-protein coupled receptor kinase activity [goid 4703] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; protein kinase C binding [goid 5080] [pmid 9813065] [evidence TAS]; protein-tyrosine kinase activity [goid 4713] [evidence IEA],10,121204611-121204660,10q26.11c-q26.11d,+,NM_005308.2,2869,GRK5,-2.1607927020552697,8.322821691262094,-26.64411601861542,2.3458802855708305e-62,8.533885955218396e-60,131.6632111203229
GDF10,ILMN_1678191,"Homo sapiens growth differentiation factor 10 (GDF10), mRNA.",extracellular space [goid 5615] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],skeletal development [goid 1501] [pmid 8670277] [evidence TAS]; transforming growth factor beta receptor signaling pathway [goid 7179] [pmid 8679252] [evidence TAS],cytokine activity [goid 5125] [evidence IEA]; growth factor activity [goid 8083] [pmid 8679252] [evidence TAS],10,48046174-48046223,10q11.22b,-,NM_004962.2,2662,GDF10,-3.1947422826614673,6.90580594921524,-26.583876730094644,3.1949494113238376e-62,1.1415097825315597e-59,131.3554546709191
CUGBP2,ILMN_1664170,"Homo sapiens CUG triplet repeat, RNA binding protein 2 (CUGBP2), transcript variant 1, mRNA.",,RNA processing [goid 6396] [pmid 9887331] [evidence TAS]; neuromuscular junction development [goid 7528] [evidence NR ],nucleotide binding [goid 166] [evidence IEA]; RNA binding [goid 3723] [pmid 9887331] [evidence TAS],10,11247080-11247129,10p14b-p14a,+,NM_001025076.1,10659,CUGBP2,-1.4218893828182102,6.701241647222087,-26.486784671072396,5.26128460830847e-62,1.846803200755015e-59,130.85849883129166
HIGD1B,ILMN_1675936,"Homo sapiens HIG1 domain family, member 1B (HIGD1B), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,,17,40282207-40282256,17q21.31d,+,NM_016438.2,51751,HIGD1B,-3.368392928883705,8.634446194161118,-26.435015813891834,6.867459492800766e-62,2.3690367160682367e-59,130.59305918488857
FXYD1,ILMN_1764022,"Homo sapiens FXYD domain containing ion transport regulator 1 (phospholemman) (FXYD1), transcript variant a, mRNA.",plasma membrane [goid 5886] [pmid 9169143] [evidence NAS]; integral to plasma membrane [goid 5887] [pmid 9169143] [evidence TAS]; plasma membrane [goid 5886] [pmid 9169143] [evidence NAS]; integral to plasma membrane [goid 5887] [pmid 9169143] [evidence TAS],ion transport [goid 6811] [evidence IEA]; muscle contraction [goid 6936] [pmid 9169143] [evidence TAS]; chloride transport [goid 6821] [pmid 9169143] [evidence TAS]; ion transport [goid 6811] [evidence IEA]; muscle contraction [goid 6936] [pmid 9169143] [evidence TAS]; chloride transport [goid 6821] [pmid 9169143] [evidence TAS],ion channel activity [goid 5216] [evidence IEA]; chloride channel activity [goid 5254] [pmid 9169143] [evidence TAS]; ion channel activity [goid 5216] [evidence IEA]; chloride channel activity [goid 5254] [pmid 9169143] [evidence TAS],19,40322279-40322328,19q13.12a,+,NM_005031.3,5348,FXYD1,-2.2049766423755024,6.731716748119315,-26.31280358003917,1.2897184739133403e-61,4.373675801026799e-59,129.96513983739334
HBA1,ILMN_1667796,"Homo sapiens hemoglobin, alpha 1 (HBA1), mRNA.",hemoglobin complex [goid 5833] [evidence IEA],transport [goid 6810] [evidence IEA]; oxygen transport [goid 15671] [evidence IEA],heme binding [goid 20037] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; oxygen transporter activity [goid 5344] [evidence IEA]; iron ion binding [goid 5506] [evidence IEA]; oxygen binding [goid 19825] [evidence IEA],16,167363-167410:167411-167412,16p13.3f,+,NM_000558.3,3039,HBA1,-4.015066795274791,12.995900484899844,-26.26838318206588,1.6224399399812383e-61,5.410296386524102e-59,129.73646122201342
HBA2,ILMN_2127842,"Homo sapiens hemoglobin, alpha 2 (HBA2), mRNA.",,,,16,163658-163707,16p13.3f,+,NM_000517.3,3040,HBA2,-4.202983699144058,12.42051218954453,-26.218203944819887,2.1032366712278183e-61,6.898616281627244e-59,129.47784726819938
PEBP4,ILMN_1734472,"Homo sapiens phosphatidylethanolamine-binding protein 4 (PEBP4), mRNA.",,,,8,22833642-22833691,8p21.3a,-,NM_144962.1,157310,PEBP4,-4.2969098273221435,8.530034401198218,-26.20094746857221,2.2997592354479412e-61,7.421545610135872e-59,129.3888399852005
MGC9712,ILMN_1815937,"Homo sapiens hypothetical protein MGC9712 (MGC9712), mRNA.",,transport [goid 6810] [evidence IEA],transporter activity [goid 5215] [evidence IEA]; binding [goid 5488] [evidence IEA],7,1550141-1550190,7p22.3b,-,NM_152689.2,202915,MGC9712,2.750623801740235,6.596981546467056,26.168491394058076,2.720751498551026e-61,8.529260375932477e-59,129.22133638785084
PTPRB,ILMN_1672102,"Homo sapiens protein tyrosine phosphatase, receptor type, B (PTPRB), mRNA.",membrane [goid 16020] [evidence IEA]; integral to plasma membrane [goid 5887] [pmid 2170109] [evidence TAS]; membrane fraction [goid 5624] [evidence NR ],protein amino acid dephosphorylation [goid 6470] [pmid 2170109] [evidence TAS]; phosphate metabolism [goid 6796] [pmid 2170109] [evidence TAS],transmembrane receptor protein tyrosine phosphatase activity [goid 5001] [pmid 2170109] [evidence TAS]; protein tyrosine phosphatase activity [goid 4725] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA],12,69204636-69204638:69212082-69212128,12q15d,-,NM_002837.2,5787,PTPRB,-2.8326781586734873,7.6979871276960194,-26.167958658699987,2.7282720114937948e-61,8.529260375932477e-59,129.21858590667912
AQP4,ILMN_1676649,"Homo sapiens aquaporin 4 (AQP4), transcript variant a, mRNA.",integral to membrane [goid 16021] [evidence IEA]; outer membrane [goid 19867] [evidence IEA]; integral to plasma membrane [goid 5887] [pmid 7528931] [evidence TAS]; membrane [goid 16020] [pmid 8855281] [evidence NAS],transport [goid 6810] [pmid 7559426] [evidence TAS]; excretion [goid 7588] [pmid 7528931] [evidence TAS]; water transport [goid 6833] [pmid 8855281] [evidence NAS],transporter activity [goid 5215] [evidence IEA]; porin activity [goid 15288] [evidence IEA]; water channel activity [goid 15250] [evidence NR ]; water transporter activity [goid 5372] [pmid 8855281] [evidence NAS],18,22699622-22699651:22699652-22699671,18q11.2e,-,NM_001650.4,361,AQP4,-3.0260231939447797,7.6045052824561274,-26.1454553320215,3.0657691130731995e-61,9.436908986825935e-59,129.10237098242615
SPARCL1,ILMN_1795251,"Homo sapiens SPARC-like 1 (mast9, hevin) (SPARCL1), mRNA.",extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA],,calcium ion binding [goid 5509] [evidence IEA],4,88619685-88619734,4q22.1a,-,NM_004684.2,8404,SPARCL1,-2.7245520913454655,11.662733412301366,-26.078680244188234,4.335073474530115e-61,1.3141840920969474e-58,128.75715806012172
MME,ILMN_1678170,"Homo sapiens membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10) (MME), transcript variant 2a, mRNA.",integral to plasma membrane [goid 5887] [pmid 2521388] [evidence TAS]; plasma membrane [goid 5886] [pmid 1660144] [evidence TAS],cell-cell signaling [goid 7267] [pmid 2521388] [evidence TAS],neprilysin activity [goid 4245] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; metallopeptidase activity [goid 8237] [pmid 1660144] [evidence TAS]; zinc ion binding [goid 8270] [evidence IEA],3,156383599-156383648,3q25.2c-q25.31a,+,NM_007288.1,4311,MME,-3.6422492489041396,7.80341473573605,-25.935286052263997,9.138606908666964e-61,2.729033537740427e-58,128.01400081790644
TM6SF1,ILMN_1750961,"Homo sapiens transmembrane 6 superfamily member 1 (TM6SF1), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence NAS],,,15,81587223-81587233:81596237-81596275,15q25.2b,+,NM_023003.1,53346,TM6SF1,-2.2103117845973994,7.253875558879345,-25.780002908526185,2.0551072195196524e-60,6.046850771786648e-58,127.20638909475142
SNCA,ILMN_1701933,"Homo sapiens synuclein, alpha (non A4 component of amyloid precursor) (SNCA), transcript variant NACP112, mRNA.",cytoplasm [goid 5737] [pmid 8248242] [evidence TAS],anti-apoptosis [goid 6916] [pmid 10818098] [evidence TAS]; central nervous system development [goid 7417] [pmid 9197268] [evidence TAS],protein binding [goid 5515] [pmid 11956199] [evidence IPI],4,90866610-90866659,4q22.1d,-,NM_007308.1,6622,SNCA,-2.247386934687807,6.616662294702517,-25.74147766550501,2.513909871690242e-60,7.289609958373675e-58,127.00556525147809
CCL14,ILMN_1740609,"Homo sapiens chemokine (C-C motif) ligand 14 (CCL14), transcript variant 2, mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular space [goid 5615] [pmid 8551235] [evidence TAS],calcium ion homeostasis [goid 6874] [pmid 8551235] [evidence TAS]; immune response [goid 6955] [evidence IEA]; positive regulation of cell proliferation [goid 8284] [pmid 8551235] [evidence TAS],signal transducer activity [goid 4871] [pmid 8551235] [evidence TAS]; chemokine activity [goid 8009] [evidence IEA],,,17q12b,,NM_032962.2,6358,CCL14,-3.8831755391528615,9.294421216294454,-25.73680967415176,2.57607782642035e-60,7.36316645014548e-58,126.98121962812698
C9orf19,ILMN_1652631,"Homo sapiens chromosome 9 open reading frame 19 (C9orf19), mRNA.",membrane [goid 16020] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],,,9,36153798-36153847,9p13.3a,+,NM_022343.2,152007,C9orf19,-2.0837069758114115,11.74358558546615,-25.71288025753191,2.9198672383743e-60,8.22826812752014e-58,126.85637517031913
SVEP1,ILMN_2112638,"Homo sapiens sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 (SVEP1), mRNA.",,,calcium ion binding [goid 5509] [evidence IEA]; sugar binding [goid 5529] [evidence IEA],,,9q31.3b,,NM_153366.2,79987,SVEP1,-2.7756366553449165,9.726688510213656,-25.705330569536436,3.0376223197707127e-60,8.441214913051725e-58,126.81697236125981
CFD,ILMN_1777190,"Homo sapiens complement factor D (adipsin) (CFD), mRNA.",,"complement activation, alternative pathway [goid 6957] [evidence IEA]; innate immune response [goid 45087] [evidence IEA]",complement factor D activity [goid 3817] [pmid 1374388] [evidence TAS]; peptidase activity [goid 8233] [evidence IEA],19,814271-814320,19p13.3i,+,NM_001928.2,1675,CFD,-3.037857397397067,12.166758579083112,-25.665065503809213,3.751125639607193e-60,1.0220044362025992e-57,126.60670533372269
CLEC14A,ILMN_2142185,"Homo sapiens C-type lectin domain family 14, member A (CLEC14A), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,sugar binding [goid 5529] [evidence IEA],14,37793276-37793325,14q21.1a,-,NM_175060.1,161198,CLEC14A,-2.705665517122945,10.372716231021704,-25.6636076101958,3.7799044521687493e-60,1.0220044362025992e-57,126.59908836849561
PPP1R14B,ILMN_1659888,"Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 14B (PPP1R14B), mRNA.",,,protein phosphatase inhibitor activity [goid 4864] [evidence IEA],11,63768736-63768785,11q13.1b,-,NM_138689.2,26472,PPP1R14B,1.7310127276808593,10.870640411248058,25.617045706967584,4.825564643770587e-60,1.2873319652341585e-57,126.35568171200873
C1orf162,ILMN_1754894,"Homo sapiens chromosome 1 open reading frame 162 (C1orf162), mRNA.",,,,1,111822501-111822550,1p13.2d,+,NM_174896.2,128346,C1orf162,-2.317645105647456,11.146344735064696,-25.531606949750817,7.559174531947124e-60,1.990052158357869e-57,125.90834803838854
ACADL,ILMN_1660890,"Homo sapiens acyl-Coenzyme A dehydrogenase, long chain (ACADL), nuclear gene encoding mitochondrial protein, mRNA.",mitochondrion [goid 5739] [evidence IEA],metabolism [goid 8152] [evidence IEA]; lipid metabolism [goid 6629] [evidence IEA]; fatty acid metabolism [goid 6631] [evidence IEA]; electron transport [goid 6118] [evidence IEA],acyl-CoA dehydrogenase activity [goid 3995] [evidence IEA]; long-chain-acyl-CoA dehydrogenase activity [goid 4466] [pmid 1945557] [evidence TAS]; FAD binding [goid 50660] [evidence IEA],2,210761312-210761361,2q34b,-,NM_001608.2,33,ACADL,-2.6661496659709902,6.467476186130596,-25.442434252383336,1.208736267112951e-59,3.140830549661808e-57,125.44050409845852
